id,p_ship
51e9beaca.jpg,0.0022641062
0a4d97295.jpg,0.30290514
c175e03b9.jpg,0.002460138
8a56c9bdd.jpg,0.9966527
f52f4a484.jpg,4.4300898e-05
59cda0b1f.jpg,0.0018379969
59058a89d.jpg,0.0024906285
c0761cc48.jpg,0.90468967
ef6d3af4c.jpg,0.02471069
3576abbc5.jpg,0.0027434747
30170c012.jpg,0.0025780967
faaf86255.jpg,0.0027771115
082c5049d.jpg,0.0028519938
da002eb00.jpg,0.99536353
c6ad36ff0.jpg,0.0011464667
7eedd921a.jpg,0.0014492054
4cb2e758e.jpg,0.0011042214
f879b2e5e.jpg,0.005133082
eb686ae57.jpg,0.00057444227
f72c9b4ed.jpg,0.002060711
e1a547a79.jpg,0.99572766
405e8cb41.jpg,0.0029160972
9ed1d2515.jpg,0.010442756
c2ee51c02.jpg,0.9843318
36e996359.jpg,0.0026794865
6cda3efc5.jpg,0.0004934467
317cdf378.jpg,0.98208797
2cb5d47a2.jpg,0.9952202
9763a5a22.jpg,0.003080227
4b47b6f86.jpg,0.034722287
bc866f391.jpg,2.495976e-05
c1a110beb.jpg,0.0032915387
2e5c4b881.jpg,0.0031685089
cb7832f9e.jpg,0.053272963
e9899c603.jpg,0.16557473
22d2cc326.jpg,0.00012339497
83dbefebe.jpg,0.0005673836
cee117ce0.jpg,0.1278144
3414bae38.jpg,0.97900325
f2bc28b4d.jpg,8.248178e-05
7d1bbc7ff.jpg,0.0057455404
18173ed05.jpg,0.00048914744
016e4e530.jpg,0.00031506043
99e6e28f3.jpg,0.98994136
a888bb168.jpg,0.09692894
9a2d509eb.jpg,0.99634576
9be753b69.jpg,0.0071218605
bc2e16355.jpg,0.0024124673
1e40229e8.jpg,0.9994556
e547f013a.jpg,0.0039397078
75fabe730.jpg,0.12886226
805078464.jpg,0.0018992587
c7844739a.jpg,0.087279126
c97164369.jpg,0.0002933873
32b18cb82.jpg,0.89224887
d077f1e7b.jpg,0.0032618165
a70442601.jpg,0.004578866
ce733287e.jpg,0.015701218
ab5ce03f5.jpg,0.00079126534
a3869382b.jpg,0.0047807503
027da9f51.jpg,0.0011660362
790c6ec1b.jpg,0.9873698
1d93357db.jpg,0.004592887
d4059d012.jpg,0.010104271
016053b1c.jpg,0.00070295937
bf58a12d2.jpg,0.0007945343
d9f3d7be3.jpg,0.8326502
f179be0e7.jpg,0.040880132
b91831357.jpg,0.0013836666
824c5a7c2.jpg,0.12398
93f0f8cf7.jpg,0.017654473
4405e5ab1.jpg,0.17950484
c691b601e.jpg,0.6952713
ddc6ecd4a.jpg,0.56886876
aeb0bf458.jpg,0.0018143657
f049a6ce1.jpg,0.0035992821
c130c0961.jpg,0.00018430634
0621f7012.jpg,0.00020816222
7fa7f6054.jpg,0.85610265
361076249.jpg,0.0021604644
a72cabff5.jpg,0.0005671034
5fca4cf9c.jpg,0.0030791694
43ff30907.jpg,0.99737966
05762ef89.jpg,0.0021482254
ad002d64e.jpg,0.00014386614
c51e69464.jpg,0.0011445157
0e3537358.jpg,0.0026253036
8bb60a003.jpg,0.99766886
b99aac0ce.jpg,0.9610384
3b5ff66d7.jpg,0.00057821407
64c19228a.jpg,0.02088617
aeb1dbf9d.jpg,4.405191e-05
741d49152.jpg,0.0038336383
efc739d6d.jpg,0.0004356866
296300bb9.jpg,0.020210594
26095039a.jpg,0.9814218
2c40eda47.jpg,0.0035126556
08b0b2e63.jpg,0.97190857
aa8a0d825.jpg,0.0009730577
730ddbf6a.jpg,0.0025285478
2bde27a7a.jpg,0.002529662
009bc4be5.jpg,0.9972781
a197a8d48.jpg,0.00039389223
8aac3e369.jpg,0.00031202097
7152daacb.jpg,0.0028170352
9c5382ef1.jpg,0.0020809812
13efeddb5.jpg,0.029460274
093e9007c.jpg,0.004020944
6801345a9.jpg,0.013213299
e1820315c.jpg,0.0021443036
d0f4a0c1b.jpg,0.00039775143
275398912.jpg,0.007920721
41f8f7857.jpg,0.007116999
2373f2c83.jpg,0.8887944
436b0d56f.jpg,0.00034562664
48c84aae6.jpg,0.003434613
9a5b03901.jpg,0.00017263954
ce6a5e3f7.jpg,0.0003161488
2dd49d321.jpg,0.0035319708
a3a56e27d.jpg,0.0010301638
382344712.jpg,0.0024973631
6c00f6349.jpg,0.9375061
1feeec167.jpg,0.025583133
998bdbf7f.jpg,0.0010582935
0ef11bd94.jpg,0.00043042595
f2ee09d03.jpg,0.006531804
b453a4553.jpg,0.24939333
e05e2363f.jpg,0.00097396196
a7353f9b3.jpg,0.0011288297
5517880a6.jpg,0.19871104
20fcd53a3.jpg,0.61185
8ad90319c.jpg,0.00017112494
e1fcddd0e.jpg,0.000727919
36a2d4f4e.jpg,0.0019970152
fa1e3c6e5.jpg,0.002231127
90ff3abf6.jpg,0.0008396029
d00e7528b.jpg,0.0038219166
f6a378720.jpg,0.0022412932
5b66ed8cc.jpg,0.99489236
151b78cb3.jpg,0.050135963
14dc4e7b1.jpg,0.0019336528
17f4df107.jpg,0.001123011
2aaa6f349.jpg,0.0028607121
b1871209d.jpg,0.9988103
4543495b2.jpg,0.9563427
e80272132.jpg,0.0021282742
b54923444.jpg,0.002168613
4a1a5eacf.jpg,0.0023430716
1642c1183.jpg,0.0038183245
15e6be13b.jpg,0.01782935
6af5bd347.jpg,0.0016440367
8e60b3d72.jpg,0.102662824
c15ef90d4.jpg,0.0027198077
512026a74.jpg,0.00086611515
684033625.jpg,0.0007663197
0f468739c.jpg,0.0005274149
eb8128271.jpg,0.0033110916
f42af78f5.jpg,0.011142446
0e28d58eb.jpg,0.00449505
9596ba4a6.jpg,0.0045815785
dbc501696.jpg,0.0038001896
420a4f0b0.jpg,0.0073425705
75fefab96.jpg,0.0038211476
c736e5371.jpg,0.9956683
48f087004.jpg,0.00030720345
e38b0bfe5.jpg,0.2302554
1c3e7e66b.jpg,0.0012214001
dae99b362.jpg,0.9869513
3c9d38de3.jpg,0.00042280802
0d2fa42e5.jpg,0.9981154
0aa25efed.jpg,0.002011538
f051d9cde.jpg,0.0023338445
2d2c8d1c6.jpg,0.00033298443
add34d428.jpg,0.0011974009
6189fc656.jpg,0.002663431
262ada25b.jpg,0.99801356
93ae3856b.jpg,0.004019822
b1a155d69.jpg,0.0062722987
f8918f12d.jpg,0.0033053197
e0f3e3e59.jpg,0.0046747546
f8704810b.jpg,0.0010889283
afccf53f2.jpg,0.9370559
0e445f449.jpg,0.989988
49a5d1118.jpg,0.0016749155
893882203.jpg,0.006309002
f012ec0e4.jpg,0.0024406405
267f8ae4d.jpg,0.011677088
a5ef9cf35.jpg,0.0006273594
1ba32db61.jpg,0.0043046353
25caf94f9.jpg,0.0002310256
cb57311a9.jpg,0.0014349173
a0d591d8a.jpg,0.8106285
e2dc96627.jpg,0.8909521
5031d6316.jpg,0.0007493604
9454131fb.jpg,0.0001369732
39d94faf1.jpg,0.015091401
a1b1caab3.jpg,0.00010927832
d92468791.jpg,0.9871972
76bd29bd7.jpg,0.00015040781
8ee35f5ed.jpg,0.00077324535
b80d2898a.jpg,0.014691234
eac308ba6.jpg,0.0025757179
aa8efd23b.jpg,0.99797595
8f630c082.jpg,0.0018526634
e9faacff6.jpg,0.004809143
a278ce124.jpg,0.2038014
e65d793c6.jpg,0.00032274605
5a4de1982.jpg,0.00029729583
e55670fd0.jpg,0.0017358958
1f3cd9a1e.jpg,0.0077976948
9abec859d.jpg,0.0006832208
ec071b9d4.jpg,0.9952769
86824611a.jpg,0.000844783
f2e7d0234.jpg,0.89817005
bdca6f352.jpg,0.08423085
108883c80.jpg,0.0015664231
b2fae7983.jpg,3.8421404e-05
960395192.jpg,0.0034453457
2b98ba225.jpg,0.96230954
091869c6d.jpg,0.0006342873
6b17fc911.jpg,0.0005837052
feb5d7630.jpg,0.063360706
938dba13f.jpg,0.0037769289
635f9700a.jpg,0.0030663607
58b9bd438.jpg,0.9980509
c0ae029eb.jpg,0.00046590588
7ab4604b4.jpg,0.7731749
76fa313f8.jpg,0.9338323
809601867.jpg,0.0036659655
3fa751e57.jpg,0.17511608
6e656e78b.jpg,0.0034347358
abbd12082.jpg,0.0025109733
e49503ea2.jpg,0.0025081527
02304202b.jpg,0.1747131
53a913dae.jpg,1.7457422e-05
225aec6e1.jpg,0.0004089742
8d2997218.jpg,0.7932002
6dfd469ac.jpg,0.003616817
380cd8fcf.jpg,0.0272753
23bb759a3.jpg,0.00014853972
a86a04b3b.jpg,0.81547207
fe2a7d431.jpg,0.0019086616
c5a12da8d.jpg,0.0046038637
513adfe27.jpg,0.99876744
44c55d7bf.jpg,0.025156898
4553b8ab9.jpg,0.0065185833
5d7427463.jpg,0.00039723323
e80d2abee.jpg,0.030256925
388d5d91e.jpg,0.03083598
917ec1d95.jpg,0.008428248
3c23d5013.jpg,0.110012166
59135aff4.jpg,0.004768381
aea0b9b3a.jpg,0.0023551781
8750bebe8.jpg,0.99820846
bf0e4438b.jpg,0.02336146
35066fe00.jpg,0.01332444
20a974f4e.jpg,0.0004298949
07e455ff0.jpg,0.0003088744
b05b06b59.jpg,0.99861455
39a44aa79.jpg,0.039244268
38657dad7.jpg,0.026430607
818e47e1f.jpg,0.59787285
9f3ea23ef.jpg,0.00024476915
4bcde2f76.jpg,0.00018788985
40d364b41.jpg,0.0017238002
285412c4c.jpg,0.0023215653
b6d9abc3d.jpg,0.9797507
74bc9c8c3.jpg,0.00020776695
d15f39399.jpg,0.0027903668
390037456.jpg,0.0055073453
910bd85f6.jpg,0.036869824
76b999a8c.jpg,0.0028009526
017b0f783.jpg,0.0032775104
240494621.jpg,0.999103
268f6c5c7.jpg,0.0007306697
4e879161e.jpg,0.99928856
818d35374.jpg,0.0007589319
d063558d7.jpg,0.9985181
f402e52fa.jpg,0.9985841
296e0c3ba.jpg,9.844869e-05
c0edee764.jpg,0.007371136
e2f7501f7.jpg,0.17916603
18f5ac385.jpg,0.0018483133
7c804d407.jpg,0.004735004
763b6dd22.jpg,0.0008476026
c434e65f7.jpg,0.00063027686
206aae721.jpg,0.024097322
6fb593a47.jpg,0.006167593
507beb6a6.jpg,0.0024546306
f1013b592.jpg,0.0011031647
f623cc0ab.jpg,0.8048499
4f749b737.jpg,0.004165264
77473cc8d.jpg,0.93223256
cb8531b66.jpg,0.0022671397
e797af26b.jpg,0.0018842377
c83c9a39b.jpg,0.9945712
17639850b.jpg,0.006332233
618747e97.jpg,0.07528758
38a57bb0d.jpg,0.0027639796
8d87cd6e1.jpg,0.089042746
ebe685707.jpg,0.00066510664
34a3fe40b.jpg,0.00091289607
af941c63f.jpg,0.01665351
41b58c36e.jpg,0.001422673
939696308.jpg,0.0054844804
7c1cf656b.jpg,0.00017937912
e02dc2b0a.jpg,0.0062690517
17780fcd7.jpg,0.00015421034
37951c941.jpg,0.0002967013
abaf1e2d0.jpg,0.17387035
3821c1e57.jpg,0.0004523169
4be6e6309.jpg,0.010382598
3c936eea1.jpg,0.0028998805
ce33a029a.jpg,0.00022237122
d6992328a.jpg,0.044817828
04ed9dfff.jpg,0.003947777
d09a56f1c.jpg,0.0003253267
325f8db5e.jpg,0.0023919018
d99f0e3fb.jpg,4.7019475e-05
fbd9ddc32.jpg,0.009984581
216380eb9.jpg,0.0024901857
68e86ab57.jpg,0.007742268
840fa726c.jpg,0.00017951209
37f056746.jpg,0.00056346774
fcef3b1ce.jpg,0.0047209044
5bd3fa7be.jpg,0.0031438977
877d59cbf.jpg,0.003473691
4d49c0cb8.jpg,0.0054086326
aa53a1b50.jpg,0.04991336
d5a0729a1.jpg,0.004828055
cfd4e7ebe.jpg,0.9923005
ea56e0378.jpg,0.0026706315
4c0e897a5.jpg,0.005142475
99ea7451f.jpg,0.002843115
6ea6710f7.jpg,0.0024639182
ff8fdad6c.jpg,0.0041978066
d7c48d245.jpg,0.62044615
e98b6f003.jpg,0.005561699
c94ba84ae.jpg,0.003143565
b13baee20.jpg,0.0023625996
3dde3bcb4.jpg,0.75204337
710d1f739.jpg,0.9955275
9be5bffca.jpg,0.004870567
3a3db524f.jpg,0.010947845
82895c9ca.jpg,0.002113906
2cbf6f760.jpg,0.0019725251
76f84cb99.jpg,0.992529
1e6c9f883.jpg,0.9508026
